blob_area,blob_centroid_x,blob_centroid_y,blob_angle,blob_width,blob_amount_contours,number_of_holes,centroid_is_empty,centroid_top_is_empty,centroid_bottom_is_empty,grid_2_0,grid_2_1,grid_2_2,grid_2_3,grid_2_4,grid_2_5,grid_2_6,grid_2_7,grid_3_0,grid_3_1,grid_3_2,grid_3_3,grid_3_4,grid_3_5,grid_3_6,grid_3_7,grid_4_0,grid_4_1,grid_4_2,grid_4_3,grid_4_4,grid_4_5,grid_4_6,grid_4_7,grid_5_0,grid_5_1,grid_5_2,grid_5_3,grid_5_4,grid_5_5,grid_5_6,grid_5_7,label
0.754874651811,0.41851541615,0.504415505891,1.0,0.5,0.264705882353,0.5,1.0,1.0,1.0,0.3125,0.8125,1.0,1.0,0.75,1.0,0.9375,0.3125,1.0,0.6875,0.25,0.4375,0.0,0.0,0.8125,1.0,0.875,0.625,0.0,0.0,0.0,0.0,0.875,0.75,0.0625,0.625,1.0,0.8125,0.8125,1.0,0.75,0.25,0
0.820334261838,0.454527449679,0.532304586271,1.0,0.55,0.25,0.5,1.0,1.0,1.0,0.125,0.875,0.875,0.5,0.5,0.75,0.6875,0.125,1.0,0.6875,0.0625,0.0,0.0,0.0,0.3125,1.0,0.6875,0.6875,0.0,0.0,0.0,0.0,0.25,1.0,0.0625,0.625,0.75,0.1875,0.125,0.375,0.8125,0.625,0
0.841225626741,0.486693342266,0.451038739831,1.0,0.45,0.132352941176,0.5,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.875,0.4375,0.375,1.0,0.4375,0.0,0.0,0.125,0.8125,1.0,1.0,1.0,0.25,0.0,0.0,0.0625,0.9375,1.0,1.0,1.0,0.8125,0.5625,0.5,0.8125,0.75,0.25,0
0.795264623955,0.395779948828,0.564958481081,1.0,0.5,0.235294117647,0.5,1.0,0.0,1.0,0.625,0.9375,0.8125,0.75,0.5,0.75,0.8125,0.625,0.875,1.0,0.1875,0.0,0.0,0.0,0.25,1.0,0.375,0.9375,0.1875,0.0,0.0,0.0,0.4375,1.0,0.0,0.3125,0.875,0.625,0.5,0.5,1.0,0.625,0
0.862116991643,0.444357573704,0.552926971257,1.0,0.5,0.147058823529,0.5,1.0,1.0,0.0,0.625,0.875,0.875,0.6875,0.5,0.6875,0.9375,0.4375,1.0,0.625,0.0,0.0,0.0,0.0,0.125,1.0,0.5,0.9375,0.375,0.0,0.0,0.0,0.125,1.0,0.0,0.875,0.9375,0.5625,0.3125,0.5,0.875,0.875,0
0.777158774373,0.456426081397,0.522491083837,1.0,0.5,0.279411764706,0.5,1.0,0.0,1.0,0.0625,0.6875,1.0,0.75,0.5,0.75,0.8125,0.125,0.875,0.8125,0.125,0.0,0.0,0.0,0.3125,1.0,1.0,0.5625,0.0,0.0,0.0,0.0,0.5,1.0,0.0625,0.6875,0.625,0.3125,0.25,0.4375,1.0,0.3125,0
0.759052924791,0.47516502589,0.542833260797,1.0,0.5,0.205882352941,0.5,1.0,0.0,1.0,0.1875,0.6875,1.0,1.0,0.75,0.75,0.6875,0.125,1.0,0.875,0.25,0.0,0.0,0.0,0.5,0.75,0.6875,0.625,0.0,0.0,0.0,0.0,0.5625,1.0,0.0625,0.4375,0.6875,0.4375,0.25,0.4375,1.0,0.6875,0
0.976323119777,0.412242551484,0.459748244115,1.0,0.6,0.176470588235,0.5,1.0,0.0,1.0,0.5625,1.0,1.0,1.0,0.875,0.8125,1.0,0.6875,1.0,0.875,0.5,0.1875,0.0,0.0,0.5625,1.0,1.0,0.5625,0.0,0.0,0.0,0.0,0.75,1.0,0.3125,0.9375,0.5625,0.25,0.375,0.875,0.875,0.1875,0
0.653203342618,0.52274234692,0.45103897019,1.0,0.5,0.264705882353,0.5,1.0,0.0,1.0,0.0625,0.75,1.0,1.0,0.3125,0.5,0.5,0.25,1.0,1.0,1.0,1.0,0.9375,0.75,1.0,1.0,0.875,1.0,0.8125,0.125,0.0,0.0,0.8125,0.875,0.125,0.75,1.0,0.5,0.5625,0.9375,0.6875,0.125,0
0.800835654596,0.42133804641,0.543657829193,1.0,0.5,0.191176470588,0.5,1.0,1.0,1.0,0.25,0.9375,0.75,0.5,0.5,0.6875,0.875,0.4375,1.0,0.3125,0.0,0.0,0.0,0.0,0.625,1.0,0.5,0.8125,0.125,0.0,0.0,0.0,0.375,1.0,0.0,0.3125,0.8125,0.375,0.3125,0.625,0.9375,0.4375,0
0.759052924791,0.414229818591,0.466698979251,1.0,0.45,0.235294117647,0.5,1.0,1.0,1.0,0.25,1.0,0.8125,0.75,0.5,0.5625,0.8125,0.125,0.75,0.6875,0.0,0.0,0.0,0.0,0.5625,0.875,1.0,0.625,0.0,0.0,0.0,0.0,0.6875,0.875,0.1875,0.75,0.625,0.5,0.625,0.75,0.8125,0.1875,0
0.83147632312,0.387647877607,0.452672643097,1.0,0.5,0.191176470588,0.5,1.0,0.0,1.0,0.75,1.0,1.0,1.0,0.75,0.5,0.875,0.75,0.625,0.9375,0.25,0.0,0.0,0.0,0.625,1.0,0.875,0.5,0.0,0.0,0.0,0.1875,1.0,0.375,0.125,0.8125,0.5625,0.3125,0.4375,0.9375,0.4375,0.0,0
0.806406685237,0.456460091748,0.557392088604,1.0,0.55,0.25,0.5,1.0,0.0,1.0,0.1875,0.75,1.0,0.875,0.5625,0.75,0.8125,0.1875,1.0,0.9375,0.25,0.0,0.0,0.0,0.25,0.5,0.875,0.8125,0.0,0.0,0.0,0.0,0.625,0.875,0.0625,0.5625,0.9375,0.8125,0.8125,0.8125,1.0,1.0,0
0.809192200557,0.436322692282,0.454316662838,1.0,0.5,0.161764705882,0.5,1.0,1.0,1.0,0.25,0.8125,0.875,0.75,0.75,0.9375,1.0,0.4375,0.75,0.625,0.0625,0.0,0.0,0.0,0.8125,1.0,1.0,0.25,0.0,0.0,0.0,0.125,0.9375,0.8125,0.625,0.875,0.75,0.5,0.625,1.0,0.6875,0.0,0
0.806406685237,0.407616955792,0.518290806579,1.0,0.5,0.176470588235,0.5,1.0,0.0,1.0,0.4375,0.9375,0.6875,0.4375,0.3125,0.625,0.75,0.125,1.0,0.8125,0.0625,0.0,0.0,0.0,0.5,1.0,0.625,1.0,0.75,0.0,0.0,0.0,0.3125,1.0,0.0,0.3125,0.9375,0.625,0.5,0.625,0.9375,0.625,0
0.674094707521,0.496007808712,0.690972450395,0.954294173055,0.6,0.426470588235,0.5,0.0,0.0,1.0,0.25,0.875,1.0,1.0,0.75,0.875,0.5625,0.125,1.0,1.0,0.625,0.8125,0.0625,0.125,0.9375,0.75,0.5625,0.625,0.3125,1.0,0.375,0.0,0.75,1.0,0.0,0.0,0.1875,0.9375,0.5,0.0,0.9375,1.0,0
0.803621169916,0.438696717465,0.538360382245,1.0,0.55,0.191176470588,0.5,1.0,0.0,1.0,0.625,0.875,1.0,1.0,1.0,0.9375,0.75,0.375,1.0,1.0,0.25,0.25,0.0,0.4375,0.9375,1.0,0.6875,1.0,0.4375,0.0,0.0,0.0,0.75,1.0,0.0,0.5,0.8125,0.8125,0.75,0.625,1.0,0.625,0
0.800835654596,0.513114115012,0.37094169484,1.0,0.5,0.220588235294,0.5,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.625,0.125,1.0,0.75,0.3125,0.375,0.4375,0.625,1.0,1.0,1.0,0.625,0.0,0.0,0.0,0.25,1.0,0.875,1.0,0.9375,0.5625,0.5,0.8125,1.0,0.5,0.125,0
0.707520891365,0.426122856195,0.472651851177,1.0,0.5,0.264705882353,0.5,1.0,0.0,1.0,0.1875,0.75,1.0,0.9375,0.75,1.0,0.875,0.125,1.0,0.875,0.0625,0.0,0.0,0.0625,0.8125,1.0,0.875,0.5,0.0,0.0,0.0,0.125,0.875,0.5625,0.0625,0.6875,0.8125,0.5625,0.6875,0.9375,0.8125,0.0625,0
0.869080779944,0.373940242652,0.544617700355,1.0,0.5,0.0882352941176,0.5,1.0,0.0,1.0,0.875,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.875,0.4375,0.25,0.1875,0.0625,0.625,1.0,0.6875,0.9375,0.3125,0.0,0.0,0.0,0.5,1.0,0.0,0.375,0.875,0.875,0.625,0.625,0.9375,0.6875,0
0.610027855153,0.47846745115,0.482986547426,1.0,0.35,0.191176470588,0.5,1.0,0.0,1.0,0.0625,0.5625,0.75,0.875,0.9375,1.0,0.6875,0.0625,0.5625,1.0,1.0,0.75,0.5625,0.5,0.9375,0.5,1.0,1.0,0.4375,0.0,0.0,0.125,0.875,0.625,0.1875,0.75,0.75,0.5,0.625,0.875,0.9375,0.0625,0
0.860724233983,0.420080728798,0.542650492832,1.0,0.5,0.205882352941,0.5,1.0,0.0,0.0,0.5,1.0,0.75,0.5625,0.75,0.9375,1.0,0.5,1.0,1.0,0.25,0.0,0.0,0.25,1.0,1.0,0.75,1.0,0.5625,0.0,0.0,0.25,1.0,1.0,0.0,0.5625,1.0,0.8125,0.5,0.75,1.0,0.5,0
0.809192200557,0.340916440843,0.500656186543,1.0,0.5,0.176470588235,0.5,1.0,1.0,1.0,0.8125,1.0,1.0,0.875,0.875,1.0,0.9375,0.4375,1.0,0.8125,0.0,0.0,0.0,0.125,0.625,1.0,0.4375,0.9375,0.6875,0.125,0.0,0.0625,0.6875,0.75,0.0,0.3125,0.9375,1.0,0.75,1.0,0.875,0.0625,0
0.714484679666,0.524165634119,0.57050761708,1.0,0.55,0.25,0.5,1.0,0.0,0.0,0.0,0.5625,0.5,0.625,1.0,1.0,0.6875,0.125,1.0,1.0,0.875,0.75,0.875,1.0,1.0,0.875,0.625,1.0,0.3125,0.0,0.125,1.0,1.0,1.0,0.0625,0.6875,1.0,0.75,0.625,1.0,0.9375,0.5625,0
0.782729805014,0.481505295075,0.632572363215,1.0,0.5,0.205882352941,0.5,1.0,0.0,1.0,0.375,0.75,1.0,1.0,0.8125,1.0,0.9375,0.4375,0.5625,1.0,0.9375,0.0,0.0,0.0,0.75,1.0,0.0,0.875,0.8125,0.0,0.0,0.0625,0.875,1.0,0.0,0.4375,1.0,0.625,0.5,0.75,1.0,0.6875,0
0.722841225627,0.463951076301,0.52604831402,1.0,0.45,0.235294117647,0.5,1.0,0.0,1.0,0.25,0.6875,0.875,1.0,1.0,1.0,0.8125,0.4375,1.0,1.0,0.5,0.25,0.25,0.0,0.75,1.0,0.4375,1.0,0.0,0.0,0.0,0.25,0.9375,1.0,0.0625,0.75,0.8125,0.75,0.875,1.0,0.875,0.5,0
0.805013927577,0.535359299956,0.549412388547,0.975271347436,0.55,0.235294117647,0.5,1.0,1.0,0.0,0.0,0.5625,1.0,0.8125,0.5,0.75,0.6875,0.0625,0.5625,0.8125,0.1875,0.0,0.0,0.0,0.625,0.6875,1.0,0.5,0.0,0.0,0.0,0.0,0.0625,1.0,0.375,0.875,0.5625,0.25,0.25,0.25,0.4375,1.0,0
0.779944289694,0.43606976437,0.570267331143,1.0,0.5,0.205882352941,0.5,1.0,0.0,1.0,0.625,0.9375,1.0,0.8125,0.8125,0.75,0.75,0.5,1.0,1.0,0.5625,0.0,0.0,0.0,0.5625,1.0,0.1875,0.9375,0.5625,0.0,0.0,0.0,0.8125,1.0,0.0,0.3125,0.875,0.625,0.5,0.6875,1.0,0.625,0
0.821727019499,0.450657557474,0.459191462661,0.012804277497,0.55,0.235294117647,0.5,1.0,0.0,1.0,0.75,0.9375,1.0,0.8125,0.8125,0.8125,1.0,0.6875,0.3125,1.0,0.375,0.0,0.0,0.0,0.75,1.0,0.5625,1.0,0.3125,0.0,0.0,0.4375,1.0,0.625,0.4375,1.0,0.8125,0.5,0.5,1.0,0.625,0.0,0
0.862116991643,0.432632799341,0.531148137662,0.936417794374,0.6,0.338235294118,0.5,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,0.75,0.1875,1.0,1.0,0.5625,0.25,0.0625,0.0625,0.8125,1.0,0.875,1.0,0.375,0.0,0.0,0.0,0.9375,1.0,0.0,0.5,0.875,0.75,0.5,0.75,1.0,0.75,0
0.731197771588,0.507190043272,0.546864346268,0.936417794374,0.55,0.235294117647,0.5,1.0,0.0,1.0,0.0625,0.5,0.6875,1.0,1.0,0.9375,0.625,0.0625,1.0,1.0,0.75,0.5,0.5,0.3125,0.875,0.875,1.0,0.8125,0.125,0.0,0.0,0.0,0.75,1.0,0.125,0.5625,0.75,0.5625,0.625,0.875,1.0,0.5625,0
0.83147632312,0.417910711785,0.451665120164,1.0,0.5,0.191176470588,0.5,1.0,0.0,1.0,0.375,0.875,1.0,1.0,1.0,1.0,0.875,0.5,1.0,1.0,0.25,0.0625,0.0625,0.5,1.0,1.0,1.0,0.75,0.0,0.0,0.0625,0.625,1.0,1.0,0.3125,1.0,0.9375,0.75,0.875,1.0,0.625,0.0,0
0.778551532033,0.316024650641,0.441735528217,1.0,0.5,0.191176470588,0.5,1.0,1.0,1.0,0.8125,1.0,1.0,0.875,0.75,1.0,0.9375,0.625,1.0,0.625,0.1875,0.0,0.0,0.0,0.5625,1.0,0.5625,0.6875,0.0625,0.0,0.0,0.375,1.0,0.5625,0.0,0.5,0.8125,0.75,0.875,0.9375,0.3125,0.0,0
0.828690807799,0.391701616177,0.474900329089,0.95083080409,0.55,0.25,0.5,1.0,0.0,1.0,0.625,1.0,0.9375,0.75,0.6875,0.6875,0.875,0.5625,1.0,1.0,0.0,0.0,0.0,0.0,0.8125,1.0,0.875,1.0,0.1875,0.0,0.0,0.375,1.0,0.875,0.0,0.5625,0.75,0.3125,0.4375,1.0,0.875,0.125,0
0.704735376045,0.492758418167,0.505048015601,0.850656540314,0.5,0.338235294118,0.5,1.0,0.0,1.0,0.0,0.5,1.0,1.0,1.0,0.6875,0.25,0.0,0.5625,1.0,0.125,0.125,0.25,0.5625,1.0,0.4375,0.875,1.0,0.125,0.0,0.0,0.0,0.75,1.0,0.0625,0.625,1.0,0.625,0.5,0.5,1.0,0.75,0
0.83286908078,0.427789733402,0.574783053499,1.0,0.5,0.161764705882,0.5,1.0,0.0,1.0,0.625,0.875,1.0,0.875,0.75,0.8125,1.0,0.6875,1.0,1.0,1.0,0.5625,0.0,0.0,0.75,1.0,0.3125,0.875,1.0,0.5,0.0,0.0,0.9375,1.0,0.0,0.4375,1.0,0.875,0.75,0.8125,1.0,0.5625,0
0.810584958217,0.465138580604,0.526337181617,1.0,0.5,0.161764705882,0.5,1.0,1.0,0.0,0.375,0.6875,1.0,0.8125,0.5625,0.9375,0.8125,0.25,1.0,0.4375,0.25,0.125,0.0,0.0,0.625,1.0,0.875,0.125,0.0,0.0,0.0,0.0,0.0625,1.0,0.125,0.8125,0.6875,0.3125,0.25,0.375,0.875,0.6875,0
0.799442896936,0.469148795364,0.469385624897,1.0,0.5,0.264705882353,0.5,1.0,0.0,1.0,0.125,0.9375,0.8125,0.5,0.5625,0.75,0.625,0.125,0.875,0.8125,0.0625,0.0,0.0,0.0,0.5,0.875,0.875,0.9375,0.0,0.0,0.0,0.0,0.25,1.0,0.3125,1.0,0.6875,0.375,0.4375,0.75,1.0,0.5,0
0.807799442897,0.43775876555,0.528020275001,1.0,0.55,0.191176470588,0.5,1.0,0.0,1.0,0.1875,1.0,1.0,1.0,0.75,1.0,0.75,0.0,0.875,0.9375,0.375,0.125,0.0,0.125,0.75,0.875,0.6875,0.875,0.1875,0.0,0.0,0.0,0.5,1.0,0.0,0.375,0.9375,0.6875,0.5,0.5625,0.9375,0.6875,0
0.844011142061,0.498881267321,0.505148229941,0.954294173055,0.6,0.205882352941,0.5,1.0,1.0,0.0,0.3125,1.0,0.9375,0.8125,0.8125,0.8125,0.875,0.4375,1.0,0.125,0.25,0.1875,0.0,0.0,0.0625,1.0,1.0,0.1875,0.0,0.0,0.0,0.0,0.0,1.0,0.3125,0.8125,0.3125,0.0625,0.0625,0.25,0.8125,0.6875,0
0.817548746518,0.419677179429,0.536716794165,1.0,0.55,0.176470588235,0.5,1.0,0.0,1.0,0.25,1.0,0.6875,0.625,0.75,0.875,0.75,0.125,1.0,1.0,0.25,0.0,0.0,0.0,0.625,0.875,0.4375,1.0,0.5,0.0,0.0,0.0,0.5625,1.0,0.0,0.3125,0.875,0.875,0.6875,0.5625,0.9375,0.5625,0
0.75348189415,0.412791186447,0.511983270057,1.0,0.5,0.176470588235,0.5,1.0,0.0,1.0,0.5,0.8125,0.875,1.0,0.75,0.75,0.9375,0.375,1.0,0.8125,0.25,0.125,0.0,0.0,0.375,1.0,0.875,0.5,0.0,0.0,0.0,0.0,0.5,0.875,0.0625,0.75,0.75,0.3125,0.5,0.5625,0.875,0.1875,0
0.874651810585,0.43905338056,0.449017097775,1.0,0.5,0.235294117647,0.5,1.0,0.0,1.0,0.25,0.875,0.9375,0.75,0.75,0.75,1.0,0.375,1.0,0.875,0.0625,0.0,0.0,0.0,0.5625,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.875,0.875,0.5625,0.9375,0.5625,0.5,0.5625,0.875,0.6875,0.0,0
0.864902506964,0.454342941777,0.523605425127,0.964356694975,0.6,0.308823529412,0.5,1.0,0.0,1.0,0.25,0.8125,1.0,1.0,1.0,1.0,0.8125,0.25,1.0,1.0,0.1875,0.25,0.1875,0.3125,1.0,1.0,0.875,1.0,0.125,0.0,0.0,0.25,1.0,1.0,0.125,0.875,0.9375,0.25,0.375,0.875,1.0,0.6875,0
0.74791086351,0.318469229093,0.503388771186,1.0,0.5,0.191176470588,0.5,1.0,1.0,1.0,0.4375,1.0,1.0,0.625,0.5,0.6875,0.875,0.4375,1.0,0.8125,0.0,0.0,0.0,0.0,0.625,1.0,0.625,1.0,0.8125,0.4375,0.375,0.5,0.8125,0.875,0.0,0.125,0.8125,1.0,1.0,1.0,0.6875,0.125,0
0.793871866295,0.441516713128,0.58562377249,0.954294167693,0.55,0.132352941176,0.5,1.0,0.0,1.0,0.1875,0.9375,0.9375,0.75,0.75,0.875,0.75,0.125,1.0,1.0,0.3125,0.0,0.0,0.0,0.5625,1.0,0.1875,0.9375,0.5,0.0,0.0,0.0,0.3125,1.0,0.0,0.0625,0.75,0.75,0.375,0.4375,0.875,0.875,0
0.728412256267,0.366382154172,0.491997593172,1.0,0.5,0.338235294118,0.5,1.0,1.0,1.0,0.5,1.0,0.8125,0.75,0.75,0.9375,0.8125,0.25,0.875,0.625,0.0,0.0,0.0,0.0,0.5625,1.0,0.375,0.8125,0.3125,0.0,0.0,0.0625,0.8125,0.8125,0.0,0.1875,0.75,0.6875,0.5625,1.0,0.6875,0.0,0
0.764623955432,0.389239903132,0.487393676256,1.0,0.5,0.205882352941,0.5,1.0,1.0,1.0,0.75,0.8125,0.9375,0.75,0.5,0.5,0.875,0.8125,1.0,0.625,0.375,0.0,0.0,0.0,0.625,0.875,0.6875,0.8125,0.0625,0.0,0.0,0.3125,1.0,0.1875,0.0,0.625,0.6875,0.25,0.3125,0.9375,0.625,0.0,0
0.74651810585,0.44389061507,0.47028801237,1.0,0.5,0.205882352941,0.5,1.0,0.0,1.0,0.125,0.5625,0.9375,1.0,1.0,1.0,0.875,0.1875,1.0,0.875,0.125,0.0,0.0,0.25,0.875,0.875,0.875,0.875,0.0625,0.0,0.0,0.125,0.875,0.875,0.0625,0.8125,0.8125,0.5625,0.625,0.875,0.5625,0.0625,0
0.823119777159,0.449006433654,0.517189853179,1.0,0.55,0.235294117647,0.5,1.0,0.0,1.0,0.1875,1.0,1.0,1.0,0.5,0.875,0.875,0.1875,1.0,0.9375,0.375,0.3125,0.0,0.0,0.8125,1.0,0.875,0.8125,0.0,0.0,0.0,0.0,0.75,1.0,0.0625,0.6875,0.875,0.3125,0.25,0.4375,1.0,0.25,0
0.74651810585,0.400816974914,0.527092203285,0.973219747417,0.5,0.205882352941,0.5,1.0,0.0,1.0,0.4375,1.0,1.0,1.0,1.0,1.0,1.0,0.5625,1.0,1.0,0.25,0.0625,0.0,0.0625,0.5,1.0,0.6875,1.0,0.5625,0.0625,0.0,0.0,0.5,1.0,0.0,0.375,0.8125,0.9375,0.75,0.8125,0.9375,0.3125,0
0.927576601671,0.367208387151,0.52056893842,1.0,0.6,0.0294117647059,0.5,1.0,1.0,1.0,0.6875,1.0,1.0,0.75,0.75,0.9375,1.0,0.6875,1.0,0.5625,0.0,0.0,0.0,0.0625,0.5,1.0,0.4375,1.0,0.375,0.0,0.0,0.0,0.625,1.0,0.0,0.3125,0.875,0.6875,0.5,0.8125,0.9375,0.1875,0
0.243732590529,0.477867088764,0.693897632249,0.954294167693,0.55,0.514705882353,0.0,1.0,0.0,1.0,0.375,0.3125,0.3125,0.75,0.8125,1.0,1.0,0.375,0.6875,1.0,0.25,0.0,0.0,0.0625,1.0,1.0,0.0,0.75,0.8125,0.0625,0.0,0.3125,1.0,0.75,0.0,0.0,0.6875,0.875,0.5625,0.8125,0.875,0.125,0
0.782729805014,0.454814066894,0.454125019906,1.0,0.5,0.191176470588,0.5,1.0,0.0,1.0,0.25,0.9375,1.0,0.6875,0.5,0.75,0.8125,0.25,0.875,0.9375,0.75,0.3125,0.0,0.0,0.625,0.875,1.0,0.5,0.0,0.0,0.0,0.0,0.875,0.875,0.25,0.9375,0.5,0.25,0.5625,0.8125,0.6875,0.0625,0
0.779944289694,0.431895239244,0.51773885482,1.0,0.5,0.235294117647,0.5,1.0,0.0,0.0,0.25,0.9375,1.0,0.625,0.5,0.75,0.8125,0.375,1.0,1.0,0.9375,0.3125,0.0,0.0,0.0625,1.0,0.6875,1.0,0.3125,0.0,0.0,0.0,0.375,1.0,0.0,0.5625,0.8125,0.3125,0.4375,0.75,1.0,0.1875,0
0.701949860724,0.347316245673,0.422997494372,1.0,0.45,0.279411764706,0.5,1.0,0.0,1.0,0.4375,1.0,1.0,0.9375,0.75,1.0,0.9375,0.5625,1.0,0.75,0.0,0.0,0.0,0.0,0.5,1.0,0.625,0.8125,0.0,0.0,0.1875,0.4375,1.0,0.5625,0.3125,0.875,1.0,1.0,0.875,0.625,0.1875,0.0,0
0.778551532033,0.453853360782,0.535607255365,1.0,0.5,0.176470588235,0.5,1.0,1.0,1.0,0.375,0.625,0.9375,1.0,1.0,1.0,0.875,0.3125,1.0,0.875,0.1875,0.0,0.0625,0.125,0.5625,1.0,0.5,0.9375,0.25,0.0,0.0,0.0625,0.5625,1.0,0.0625,0.6875,0.9375,0.75,0.5625,0.8125,0.875,0.5625,0
0.813370473538,0.418712374345,0.497426270087,1.0,0.5,0.235294117647,0.5,1.0,0.0,1.0,0.5,1.0,0.9375,0.75,0.5625,0.8125,0.9375,0.5625,0.75,1.0,0.4375,0.0,0.0,0.0,0.75,1.0,0.875,1.0,0.0,0.0,0.0,0.1875,0.9375,0.875,0.125,0.8125,0.625,0.3125,0.625,0.9375,0.875,0.125,0
0.891364902507,0.507198400003,0.50459769278,0.881731267797,0.65,0.235294117647,0.5,1.0,0.0,1.0,0.25,1.0,1.0,1.0,1.0,0.9375,0.625,0.3125,0.875,0.875,0.0625,0.0,0.0,0.125,0.75,1.0,1.0,0.875,0.125,0.0,0.0,0.0,0.75,1.0,0.1875,0.8125,0.9375,0.5625,0.5,0.6875,1.0,0.6875,0
0.842618384401,0.397853024729,0.408501246649,1.0,0.5,0.220588235294,0.5,1.0,0.0,1.0,0.625,1.0,1.0,1.0,0.8125,0.875,1.0,0.75,1.0,1.0,0.75,0.0625,0.0,0.125,1.0,1.0,1.0,1.0,0.5,0.0,0.0625,0.75,1.0,0.5,1.0,1.0,0.9375,0.75,0.875,1.0,0.5,0.0,0
0.795264623955,0.465457835759,0.421464870478,0.0281310145172,0.5,0.176470588235,0.5,1.0,0.0,1.0,0.375,0.5625,1.0,0.75,0.5,0.5,0.875,0.25,1.0,1.0,0.25,0.0,0.0,0.0,0.3125,1.0,1.0,0.4375,0.0,0.0,0.0,0.0,0.6875,0.8125,0.75,0.4375,0.0625,0.25,0.375,0.6875,0.5,0.0,0
0.798050139276,0.48717324017,0.537224375491,1.0,0.55,0.235294117647,0.5,1.0,1.0,1.0,0.0625,0.6875,0.9375,0.875,0.5625,0.75,0.8125,0.125,0.75,0.875,0.25,0.0,0.0,0.0,0.3125,1.0,1.0,0.75,0.0,0.0,0.0,0.0,0.375,1.0,0.125,0.8125,0.9375,0.5625,0.625,0.8125,1.0,0.8125,0
